id,sepal_length,sepal_width,petal_length,petal_width,redundancy
1376,6.85,2.38,3.97,1.61,0
1377,6.07,2.93,4.96,1.3,0
1378,6.74,2.83,4.01,1.36,0
1379,6.94,2.68,4.24,1.28,0
1380,6.37,3.18,4.85,1.24,0
1381,7.15,3.05,5.8,2.01,0
1382,7.3,2.85,4.88,1.88,0
1383,7.01,2.94,5.69,2.5,0
1384,7.05,2.88,5.75,2.16,0
1385,7.35,2.9,6.12,2.07,0
1386,6.76,2.32,5.14,1.43,0
1387,5.89,2.83,5.02,1.88,0
1388,6.1,3.32,5.17,1.65,0
1389,6.68,3.32,6.19,2.33,0
1390,6.41,3.17,5.79,2.21,0
1391,6.2,3.15,5.39,2.03,0
1392,4.83,3.52,1.45,0.25,0
1393,4.58,3.09,1.41,0.31,0
1394,4.85,3.89,1.62,0.12,0
1395,4.91,3.51,1.53,0.15,0
1396,5.13,3.18,1.52,0.26,0
1397,5.49,3.8,1.81,0.09,0
1398,4.39,3.69,1.26,0.36,0
1399,4.55,2.85,1.6,0.24,0
1400,4.39,3.12,1.44,0.1,0
1401,4.85,3.3,1.56,0.36,0
1402,4.89,3.43,1.22,0.28,0
1403,5.0,2.84,4.81,1.41,0
1404,5.66,2.43,4.31,1.43,0
1405,5.12,3.02,3.25,1.25,0
1406,6.48,2.81,3.56,1.58,0
1407,6.44,2.8,3.8,1.16,0
1408,7.31,2.48,4.92,1.18,0
1409,7.06,2.84,4.25,1.13,0
1410,5.84,3.12,4.65,1.41,0
1411,6.03,3.32,4.8,1.36,0
1412,8.24,2.81,5.38,1.94,0
1413,7.16,3.03,5.76,2.03,0
1414,6.71,3.04,5.48,2.32,0
1415,7.11,2.85,5.12,2.53,0
1416,6.48,2.96,5.81,1.97,0
1417,6.37,3.09,5.96,2.14,0
1418,5.45,2.63,5.96,2.23,0
1419,7.24,3.07,6.12,2.48,0
1420,5.12,2.93,1.1,0.23,0
1421,4.84,3.14,1.77,0.31,0
1422,4.87,3.11,1.34,0.23,0
1423,5.18,3.16,1.56,0.46,0
1424,4.8,3.0,1.31,0.16,0
1425,5.5,3.11,1.4,0.23,0
1426,5.4,2.8,1.13,0.21,0
1427,4.83,3.63,1.49,0.1,0
1428,4.86,2.49,1.53,0.12,0
1429,4.59,2.73,1.64,0.22,0
1430,6.51,2.72,3.56,1.4,0
1431,6.45,2.53,4.65,1.35,0
1432,6.33,2.73,4.51,1.41,0
1433,6.42,2.44,4.44,1.09,0
1434,5.25,2.6,4.6,1.41,0
1435,6.13,2.39,4.37,1.17,0
1436,6.89,2.47,4.04,1.36,0
1437,5.29,2.37,4.79,1.32,0
1438,6.14,2.68,4.68,1.19,0
1439,6.09,2.54,3.46,1.02,0
1440,5.28,3.2,4.6,1.26,0
1441,6.9,2.97,5.92,2.03,0
1442,5.2,3.02,6.07,2.13,0
1443,7.11,2.8,5.67,1.85,0
1444,6.17,3.26,5.77,2.01,0
1445,6.33,3.24,6.2,2.48,0
1446,6.6,3.35,4.2,2.43,0
1447,7.09,3.59,6.64,1.8,0
1448,7.38,2.91,5.39,1.96,0
1449,7.1,3.65,5.78,1.95,0
1450,7.4,2.76,4.96,2.02,0
1451,5.29,2.69,1.58,0.2,0
1452,5.11,3.35,1.54,0.44,0
1453,4.5,3.33,1.66,0.21,0
1454,5.41,3.66,1.49,0.23,0
1455,5.04,3.06,1.25,0.24,0
1456,5.71,3.08,1.54,0.24,0
1457,4.86,3.94,1.31,0.23,0
1458,4.51,2.06,1.64,0.16,0
1459,6.47,2.4,4.85,1.46,0
1460,6.12,3.26,3.48,1.35,0
1461,6.16,3.4,4.14,1.24,0
1462,5.62,3.07,3.8,1.61,0
1463,5.42,2.67,4.55,1.3,0
1464,6.91,2.64,3.82,1.46,0
1465,6.98,2.73,4.54,1.22,0
1466,6.44,3.01,4.41,1.31,0
1467,5.38,3.07,4.58,1.29,0
1468,6.71,3.11,5.32,1.98,0
1469,5.88,3.03,5.61,2.12,0
1470,6.78,2.76,5.32,1.7,0
1471,7.55,3.55,5.1,1.87,0
1472,7.29,3.23,6.45,2.01,0
1473,6.29,3.09,4.4,2.49,0
1474,7.83,2.78,5.18,1.55,0
1475,6.47,2.61,4.73,2.3,0
1476,6.23,3.27,6.2,1.62,0
1477,8.4,2.98,4.79,1.99,0
1478,6.32,2.6,5.61,2.1,0
1479,4.88,3.45,1.6,0.09,0
1480,5.05,3.73,1.36,0.15,0
1481,4.98,3.34,1.5,0.22,0
1482,5.26,3.29,1.43,0.32,0
1483,4.93,3.66,1.46,0.21,0
1484,5.48,3.45,1.41,0.14,0
1485,5.22,3.37,1.52,0.22,0
1486,4.76,3.07,1.7,0.37,0
1487,5.21,3.49,1.64,0.11,0
1488,4.7,3.28,1.81,0.29,0
1489,5.62,2.63,3.32,1.27,0
1490,6.57,2.97,3.42,1.22,0
1491,6.16,2.94,4.58,1.11,0
1492,5.98,2.7,3.71,1.13,0
1493,5.99,2.44,3.92,1.37,0
1494,6.08,2.67,4.55,1.21,0
1495,6.4,2.77,4.16,1.55,0
1496,6.77,2.95,5.39,1.61,0
1497,7.23,2.7,5.95,1.9,0
1498,6.65,2.82,5.95,1.39,0
1499,7.34,3.06,4.73,1.58,0
1500,6.24,2.6,5.42,2.37,0
1501,6.05,2.69,5.37,2.22,0
1502,5.39,3.36,5.92,1.63,0
1503,6.9,3.04,5.33,1.71,0
1504,6.3,2.99,5.68,2.23,0
1505,6.33,3.3,6.22,1.57,0
1506,5.99,2.31,5.44,2.38,0
1507,4.59,4.0,1.39,0.13,0
1508,4.47,3.83,1.66,0.17,0
1509,5.0,4.09,1.67,0.08,0
1510,4.98,2.95,1.36,0.24,0
1511,5.6,3.67,1.38,0.16,0
1512,5.33,3.41,1.55,0.21,0
1513,5.0,3.85,1.03,0.17,0
1514,4.35,4.0,2.02,0.27,0
1515,5.12,3.69,1.49,0.31,0
1516,5.44,2.9,0.95,0.34,0
1517,4.51,3.32,1.64,0.1,0
1518,6.01,3.58,1.45,0.11,0
1519,5.6,2.77,3.58,1.3,0
1520,6.03,2.09,4.2,1.1,0
1521,4.91,2.5,4.38,1.31,0
1522,5.89,2.74,4.0,1.64,0
1523,5.49,3.05,3.78,1.24,0
1524,5.77,2.38,3.4,1.51,0
1525,6.06,2.73,4.53,1.49,0
1526,5.29,2.83,3.78,1.05,0
1527,5.83,2.8,4.26,1.37,0
1528,5.91,3.1,4.53,1.3,0
1529,5.62,2.64,4.33,1.39,0
1530,5.87,2.48,5.2,2.28,0
1531,5.96,2.6,5.6,2.08,0
1532,7.93,3.01,5.51,1.87,0
1533,6.16,2.9,5.19,1.61,0
1534,6.76,3.19,4.79,1.89,0
1535,6.77,3.16,5.16,2.04,0
1536,7.27,3.41,5.31,1.64,0
1537,6.62,3.37,6.18,2.3,0
1538,5.48,3.21,1.46,0.41,0
1539,5.01,3.49,1.36,0.21,0
1540,5.37,3.49,1.47,0.11,0
1541,4.47,2.98,1.38,0.25,0
1542,5.08,3.07,1.37,0.11,0
1543,5.51,3.15,1.59,0.2,0
1544,5.12,3.33,1.42,0.33,0
1545,4.62,3.74,1.34,0.36,0
1546,4.91,3.69,1.38,0.3,0
1547,5.01,3.72,1.36,0.3,0
1548,4.98,2.91,1.61,0.25,0
1549,5.25,2.87,4.0,1.46,0
1550,5.57,2.57,2.92,1.1,0
1551,5.89,2.4,4.06,1.35,0
1552,6.32,2.46,4.12,1.14,0
1553,5.28,2.79,4.04,1.31,0
1554,5.93,2.47,3.59,1.21,0
1555,7.09,2.87,4.91,1.74,0
1556,6.91,2.88,3.69,1.59,0
1557,5.51,2.3,3.98,1.48,0
1558,5.4,3.31,3.97,1.53,0
1559,5.53,2.95,4.42,1.44,0
1560,5.84,3.3,5.1,2.08,0
1561,5.35,2.76,5.36,2.05,0
1562,8.36,2.91,5.78,1.75,0
1563,7.14,2.87,6.48,2.32,0
1564,6.25,3.13,4.81,2.54,0
1565,7.03,2.95,5.41,1.99,0
1566,6.08,2.94,6.2,1.91,0
1567,7.23,2.59,6.19,2.03,0
1568,7.35,3.1,5.83,1.76,0
1569,5.06,3.22,1.57,0.25,0
1570,5.08,3.46,1.2,0.17,0
1571,5.17,3.71,1.43,0.26,0
1572,5.19,3.16,1.24,0.29,0
1573,4.9,3.3,1.53,0.16,0
1574,4.85,4.1,1.51,0.28,0
1575,5.22,3.67,1.42,0.35,0
1576,4.39,3.33,1.72,0.25,0
1577,5.47,3.44,1.49,0.3,0
1578,4.58,3.29,1.52,0.1,0
1579,6.47,2.63,4.47,1.52,0
1580,5.46,2.82,3.99,1.45,0
1581,5.57,2.65,5.06,1.45,0
1582,5.47,2.73,3.95,1.27,0
1583,6.38,2.68,4.73,1.04,0
1584,6.42,2.17,4.52,1.46,0
1585,5.68,2.84,4.26,0.88,0
1586,5.72,3.03,3.39,1.53,0
1587,5.66,2.65,4.07,0.94,0
1588,6.05,2.78,4.28,1.13,0
1589,6.39,2.8,3.89,1.14,0
1590,5.08,2.76,5.92,2.05,0
1591,7.17,3.38,4.97,2.39,0
1592,6.71,3.25,5.52,1.62,0
1593,6.22,2.98,5.63,2.07,0
1594,6.27,2.77,4.89,2.65,0
1595,6.72,3.12,4.75,2.16,0
1596,5.57,3.22,5.24,1.91,0
1597,7.52,2.91,5.71,2.14,0
1598,5.97,2.89,5.31,2.32,0
1599,7.04,2.73,6.15,2.28,0
1600,5.78,3.19,6.62,2.32,0
1601,7.79,3.37,5.56,2.13,0
1602,4.79,3.42,1.47,0.12,0
1603,4.94,2.71,1.42,0.42,0
1604,4.76,3.13,1.61,0.2,0
1605,4.52,3.38,1.46,0.25,0
1606,5.99,3.58,1.52,0.27,0
1607,5.31,2.85,1.58,0.32,0
1608,4.8,4.07,1.33,0.17,0
1609,5.26,3.27,1.66,0.32,0
1610,5.14,2.9,1.54,0.17,0
1611,4.65,3.39,1.49,0.18,0
1612,6.78,2.55,4.19,1.13,0
1613,4.88,3.1,4.41,1.51,0
1614,4.73,3.28,4.62,1.39,0
1615,6.22,2.48,5.26,1.55,0
1616,5.94,2.8,5.3,1.44,0
1617,5.82,2.89,3.74,1.39,0
1618,5.82,2.62,4.23,1.64,0
1619,6.81,2.54,3.78,1.07,0
1620,5.35,2.74,4.35,1.21,0
1621,6.34,2.75,4.52,1.38,0
1622,5.4,2.58,3.64,1.47,0
1623,7.09,2.6,6.11,2.03,0
1624,6.8,2.68,5.31,1.93,0
1625,5.32,2.58,5.32,2.23,0
1626,7.49,3.35,5.53,2.4,0
1627,6.99,2.93,5.22,1.52,0
1628,7.11,2.68,5.73,1.73,0
1629,5.08,2.98,5.39,1.7,0
1630,6.75,2.64,5.26,1.83,0
1631,6.67,2.28,5.39,1.97,0
1632,6.07,3.35,5.23,1.6,0
1633,4.98,4.13,1.32,0.08,0
1634,4.77,3.35,1.66,0.27,0
1635,4.85,3.93,1.43,0.3,0
1636,5.1,3.56,1.46,0.29,0
1637,4.98,3.79,1.63,0.36,0
1638,4.94,2.79,1.72,0.33,0
1639,5.04,2.87,1.29,0.25,0
1640,5.24,3.61,1.4,0.4,0
1641,5.32,2.83,4.33,1.57,0
1642,5.28,2.81,4.5,1.28,0
1643,6.25,3.07,3.85,1.11,0
1644,6.22,2.25,4.29,1.63,0
1645,5.56,2.59,4.15,1.51,0
1646,6.41,3.25,4.16,1.0,0
1647,5.51,2.7,4.61,1.73,0
1648,5.97,2.72,4.68,1.47,0
1649,5.09,2.66,5.0,1.28,0
1650,5.82,3.25,3.96,1.1,0
1651,5.44,2.47,3.4,1.14,0
1652,6.28,2.97,5.39,2.39,0
1653,6.19,3.04,4.34,1.98,0
1654,7.0,2.63,4.98,2.12,0
1655,6.53,2.79,5.48,1.73,0
1656,6.54,3.22,5.42,1.93,0
1657,6.79,3.03,6.15,1.89,0
1658,6.69,2.99,5.69,1.96,0
1659,6.47,3.13,5.65,1.47,0
1660,7.65,3.36,5.13,2.11,0
1661,6.95,3.3,5.33,1.52,0
1662,5.31,2.7,1.53,0.15,0
1663,5.48,3.55,1.39,0.19,0
1664,5.12,3.24,1.51,0.18,0
1665,5.24,2.92,1.46,0.15,0
1666,4.76,2.45,1.45,0.22,0
1667,5.19,3.71,1.27,0.21,0
1668,5.34,3.22,1.57,0.19,0
1669,4.57,4.34,1.69,0.28,0
1670,5.06,3.24,1.43,0.24,0
1671,4.98,3.19,1.38,0.41,0
1672,5.3,3.46,1.67,0.04,0
1673,5.32,3.61,5.4,1.47,0
1674,5.64,3.51,3.9,1.34,0
1675,5.46,3.27,3.91,1.4,0
1676,6.46,3.02,4.41,1.56,0
1677,6.3,2.58,4.11,1.48,0
1678,6.05,3.07,4.99,1.28,0
1679,5.89,2.63,3.56,1.1,0
1680,6.55,2.76,4.87,1.1,0
1681,6.54,2.64,5.16,1.76,0
1682,7.32,3.07,5.67,2.39,0
1683,7.23,3.15,5.72,1.67,0
1684,6.58,2.56,4.1,1.69,0
1685,6.63,3.08,4.64,1.93,0
1686,6.33,2.77,6.27,2.43,0
1687,7.09,3.08,6.07,1.97,0
1688,7.09,3.0,4.93,2.32,0
1689,6.95,3.53,7.05,2.2,0
1690,4.77,3.66,1.52,0.27,0
1691,5.06,3.55,1.91,0.48,0
1692,5.45,3.25,1.63,0.38,0
1693,4.82,3.56,1.72,0.23,0
1694,5.19,3.28,1.15,0.34,0
1695,5.48,3.5,1.22,0.1,0
1696,4.53,3.1,1.18,0.33,0
1697,4.84,2.95,1.27,0.07,0
1698,5.03,3.5,1.53,0.36,0
1699,6.62,2.77,3.89,1.62,0
1700,5.48,2.53,3.81,1.1,0
1701,5.09,2.54,4.59,1.24,0
1702,5.63,2.69,4.14,1.33,0
1703,6.01,2.48,4.52,1.29,0
1704,6.22,2.66,4.82,1.49,0
1705,6.05,1.98,4.83,1.37,0
1706,6.82,3.0,4.21,1.16,0
1707,5.72,2.64,4.11,1.28,0
1708,5.83,3.13,4.67,1.53,0
1709,5.78,3.03,4.2,1.15,0
1710,5.29,2.85,3.99,2.3,0
1711,6.69,3.21,5.01,1.88,0
1712,6.53,2.07,5.37,2.12,0
1713,6.82,3.39,5.85,2.12,0
1714,6.52,3.22,5.92,2.04,0
1715,6.03,2.95,5.42,2.08,0
1716,5.97,2.7,5.54,1.67,0
1717,7.78,3.1,5.75,2.2,0
1718,6.1,3.19,5.36,2.0,0
1719,4.69,4.21,1.33,0.29,0
1720,4.91,3.29,1.1,0.2,0
1721,4.89,3.59,1.57,0.16,0
1722,5.22,2.95,1.2,0.22,0
1723,4.68,3.35,1.47,0.13,0
1724,4.9,3.22,1.59,0.28,0
1725,5.3,4.12,1.23,0.29,0
1726,5.22,3.68,1.33,0.3,0
1727,5.1,3.42,1.23,0.23,0
1728,5.19,3.9,1.64,0.15,0
1729,5.49,3.18,3.6,1.42,0
1730,6.13,2.55,4.26,1.11,0
1731,7.09,2.26,4.03,1.48,0
1732,5.88,2.87,4.05,1.28,0
1733,5.36,2.51,4.62,1.48,0
1734,6.38,3.26,3.54,1.49,0
1735,6.34,2.49,4.88,1.57,0
1736,6.04,2.88,4.64,1.47,0
1737,5.12,2.64,4.15,1.29,0
1738,5.01,2.98,3.62,1.09,0
1739,5.92,1.99,4.11,1.09,0
1740,6.65,2.68,6.3,2.02,0
1741,6.64,2.37,5.84,1.77,0
1742,6.19,2.98,5.78,2.31,0
1743,6.8,3.13,5.29,1.96,0
1744,4.68,3.06,4.86,2.08,0
1745,6.49,2.93,6.35,2.15,0
1746,7.21,2.92,5.45,2.24,0
1747,5.82,3.45,6.38,2.31,0
1748,5.42,3.07,6.83,1.63,0
1749,5.82,2.2,4.88,2.26,0
1750,5.52,3.94,1.33,0.3,0
1751,5.27,2.9,1.44,0.39,0
1752,5.12,2.75,1.51,0.29,0
1753,4.66,3.88,1.34,0.43,0
1754,4.89,3.24,1.5,0.13,0
1755,4.74,3.2,1.52,0.28,0
1756,4.89,3.75,1.63,0.18,0
1757,4.88,3.27,1.4,0.25,0
1758,5.47,3.28,1.16,0.35,0
1759,4.94,3.27,1.21,0.18,0
1760,5.01,3.63,1.22,0.18,0
1761,5.36,3.04,4.28,1.43,0
1762,4.93,2.76,3.79,1.44,0
1763,5.07,2.68,4.6,1.63,0
1764,5.96,2.86,4.56,1.22,0
1765,4.4,2.42,4.03,1.35,0
1766,6.11,3.24,4.31,1.64,0
1767,5.32,3.15,4.37,1.13,0
1768,5.71,3.14,4.31,1.2,0
1769,7.01,3.26,4.05,1.53,0
1770,5.76,2.86,3.77,1.09,0
1771,5.59,2.77,5.24,2.43,0
1772,6.28,3.04,5.97,2.23,0
1773,6.43,3.23,5.2,2.04,0
1774,6.79,2.88,4.62,2.19,0
1775,6.08,3.18,5.62,2.07,0
1776,6.42,3.35,5.67,2.21,0
1777,6.05,2.54,5.27,2.2,0
1778,6.69,3.12,5.21,2.14,0
1779,7.74,2.49,5.74,2.08,0
1780,6.65,3.22,5.2,2.4,0
1781,6.22,2.77,4.96,1.39,0
1782,5.07,3.73,1.23,0.14,0
1783,5.22,3.28,1.52,0.27,0
1784,4.74,3.35,1.71,0.26,0
1785,5.48,2.99,1.4,0.18,0
1786,4.88,3.73,1.32,0.19,0
1787,5.44,3.66,1.36,0.28,0
1788,5.04,3.71,1.59,0.42,0
1789,5.32,3.19,1.53,0.24,0
1790,5.17,3.09,1.47,0.29,0
1791,6.0,3.34,3.98,0.85,0
1792,6.71,2.32,3.85,1.36,0
1793,5.59,2.58,4.27,1.23,0
1794,5.65,2.95,4.51,1.15,0
1795,5.79,3.04,3.89,1.2,0
1796,5.25,2.77,4.83,1.31,0
1797,6.3,2.47,4.31,1.66,0
1798,4.87,3.11,4.73,1.19,0
1799,5.44,2.58,4.16,1.49,0
1800,5.92,2.84,4.21,1.05,0
1801,5.89,2.49,4.27,1.6,0
1802,5.89,2.91,5.81,2.1,0
1803,6.07,3.2,5.47,2.3,0
1804,7.97,2.69,6.78,2.27,0
1805,6.36,3.32,5.26,1.94,0
1806,5.76,2.71,5.33,2.14,0
1807,5.59,3.2,5.54,1.9,0
1808,5.65,2.93,5.54,2.12,0
1809,5.9,3.05,6.27,1.59,0
1810,4.37,3.54,1.3,0.1,0
1811,5.39,4.09,1.49,0.15,0
1812,5.19,3.46,1.33,0.4,0
1813,5.01,3.11,1.52,0.3,0
1814,4.81,3.14,1.61,0.15,0
1815,5.45,3.18,1.57,0.11,0
1816,5.45,3.16,1.52,0.34,0
1817,4.82,3.73,1.37,0.39,0
1818,4.48,3.53,1.34,0.37,0
1819,5.69,3.42,1.78,0.29,0
1820,5.02,3.38,1.38,0.18,0
1821,5.53,2.92,4.71,1.31,0
1822,5.98,3.05,4.69,1.25,0
1823,5.22,2.71,5.25,1.41,0
1824,6.63,2.81,4.02,1.46,0
1825,5.9,2.19,4.52,1.59,0
1826,5.52,3.71,3.29,1.56,0
1827,6.63,2.82,3.41,1.3,0
1828,5.87,2.84,4.52,1.58,0
1829,7.63,2.71,5.86,1.82,0
1830,6.03,2.73,5.32,1.87,0
1831,7.76,3.08,5.42,2.6,0
1832,6.79,2.85,5.84,1.65,0
1833,7.07,2.86,6.41,1.83,0
1834,5.2,2.31,5.89,1.88,0
1835,6.76,2.45,5.85,2.3,0
1836,6.59,3.27,5.7,2.33,0
1837,6.72,2.63,5.43,2.05,0
1838,5.69,2.85,5.19,1.86,0
1839,4.66,2.98,1.71,0.14,0
1840,5.18,3.46,1.36,0.2,0
1841,5.06,2.92,1.3,0.19,0
1842,4.76,3.96,1.33,0.29,0
1843,5.06,3.23,1.55,0.34,0
1844,5.41,3.2,1.18,0.21,0
1845,4.95,3.02,1.46,0.3,0
1846,6.26,3.14,1.15,0.19,0
1847,5.43,3.24,1.3,0.06,0
1848,5.9,2.64,4.42,1.46,0
1849,5.93,2.98,3.25,1.3,0
1850,6.07,2.72,3.72,1.23,0
1851,5.72,2.88,3.91,1.3,0
1852,6.01,2.51,4.64,1.43,0
1853,5.58,2.24,4.62,1.63,0
1854,5.48,2.94,4.11,1.83,0
1855,5.94,3.02,4.56,1.38,0
1856,6.77,2.96,4.78,1.22,0
1857,5.86,2.58,4.74,1.21,0
1858,5.99,2.48,3.8,1.44,0
1859,5.9,2.91,4.6,1.96,0
1860,6.2,2.63,4.65,2.03,0
1861,6.47,2.94,5.28,1.86,0
1862,5.67,3.23,5.84,2.05,0
1863,6.73,2.83,5.22,2.46,0
1864,6.88,3.19,6.17,2.23,0
1865,7.11,2.46,5.68,1.83,0
1866,6.43,2.84,5.23,2.11,0
1867,5.11,3.72,1.36,0.25,0
1868,5.39,3.22,1.2,0.25,0
1869,4.87,3.25,1.59,0.26,0
1870,5.53,2.59,1.42,0.13,0
1871,5.74,3.17,1.77,0.37,0
1872,4.79,3.8,1.8,0.15,0
1873,5.21,3.22,1.31,0.36,0
1874,4.75,3.56,1.22,0.13,0
1875,6.48,2.63,4.88,1.33,0
1876,6.04,3.08,3.99,1.43,0
1877,6.59,2.39,4.79,0.91,0
1878,5.42,2.98,4.56,1.55,0
1879,6.1,2.93,4.22,1.1,0
1880,6.52,3.07,4.42,0.97,0
1881,6.28,2.43,4.09,1.48,0
1882,5.66,2.98,3.7,1.47,0
1883,5.77,2.78,4.5,1.19,0
1884,6.86,2.64,6.06,2.01,0
1885,6.32,2.71,5.83,1.96,0
1886,8.02,2.92,5.04,2.02,0
1887,5.91,3.07,6.51,2.28,0
1888,5.67,3.59,4.69,2.1,0
1889,6.91,2.94,5.98,2.0,0
1890,5.71,2.62,4.53,1.51,0
1891,7.6,2.94,5.12,1.63,0
1892,5.82,3.73,1.42,0.17,0
1893,4.69,3.43,1.35,0.37,0
1894,5.19,3.28,1.61,0.26,0
1895,4.73,3.78,1.5,0.26,0
1896,5.3,3.98,1.55,0.42,0
1897,4.78,3.08,1.54,0.36,0
1898,5.0,3.84,1.7,0.07,0
1899,5.32,3.72,1.34,0.13,0
1900,4.99,3.59,1.53,0.39,0
1901,4.73,3.7,1.25,0.27,0
1902,4.72,3.45,1.54,0.14,0
1903,6.45,2.78,4.73,1.27,0
1904,5.85,2.96,5.32,1.72,0
1905,5.82,2.81,3.62,1.38,0
1906,6.15,2.86,4.38,1.2,0
1907,6.94,2.67,4.11,1.4,0
1908,6.65,3.62,4.44,1.3,0
1909,5.55,2.56,4.15,1.58,0
1910,5.4,2.88,4.62,1.42,0
1911,6.11,2.33,3.92,1.15,0
1912,5.42,2.86,4.15,1.38,0
1913,7.25,3.67,5.23,1.79,0
1914,6.85,2.92,5.49,1.73,0
1915,5.7,2.76,5.79,1.93,0
1916,6.84,3.05,5.06,2.37,0
1917,7.11,2.57,6.17,2.21,0
1918,6.15,2.77,4.49,1.76,0
1919,7.02,3.0,6.14,1.62,0
1920,6.85,2.42,5.09,2.34,0
1921,4.96,3.62,1.42,0.35,0
1922,4.42,3.54,1.01,0.43,0
1923,5.27,3.84,1.7,0.26,0
1924,4.83,3.47,1.46,0.2,0
1925,4.52,2.96,1.37,0.33,0
1926,5.07,3.92,1.43,0.18,0
1927,4.51,3.5,1.35,0.13,0
1928,5.05,3.35,1.34,0.23,0
1929,5.63,2.92,3.7,1.49,0
1930,5.52,3.18,4.33,1.28,0
1931,6.46,2.8,4.23,1.4,0
1932,5.58,2.55,3.53,1.06,0
1933,6.34,3.3,4.04,1.18,0
1934,5.87,2.9,4.7,1.48,0
1935,5.53,2.06,4.44,1.37,0
1936,5.68,2.07,5.25,1.23,0
1937,5.76,2.55,5.28,2.06,0
1938,7.11,3.04,5.02,1.83,0
1939,6.95,2.91,6.19,2.62,0
1940,6.23,3.36,6.3,2.08,0
1941,7.7,3.04,5.78,2.01,0
1942,6.35,3.06,5.97,1.94,0
1943,6.32,3.63,5.27,2.39,0
1944,7.08,2.7,4.43,1.95,0
1945,7.61,2.2,6.38,1.66,0
1946,6.69,2.72,5.63,2.26,0
1947,5.17,4.13,1.29,0.38,0
1948,4.67,3.36,1.61,0.24,0
1949,4.71,2.97,1.86,0.43,0
1950,5.5,3.74,1.23,0.2,0
1951,5.17,3.31,1.67,0.12,0
1952,5.52,3.33,1.42,0.31,0
1953,5.13,3.44,1.3,0.26,0
1954,4.82,3.18,1.25,0.25,0
1955,5.14,3.91,1.54,0.0,0
1956,4.98,3.56,1.41,0.22,0
1957,4.2,3.77,1.51,0.17,0
1958,6.01,2.84,3.15,1.53,0
1959,6.31,3.01,4.67,1.42,0
1960,6.47,3.07,4.76,1.32,0
1961,6.26,2.94,4.31,1.68,0
1962,6.49,2.58,3.96,1.27,0
1963,5.95,2.77,4.64,1.78,0
1964,6.13,2.2,4.68,1.28,0
1965,5.4,2.59,4.28,1.37,0
1966,7.32,2.76,4.03,1.35,0
1967,6.57,3.49,5.31,1.87,0
1968,5.9,3.09,5.45,2.25,0
1969,5.99,3.34,6.14,2.4,0
1970,6.45,3.26,5.27,2.46,0
1971,6.0,2.85,5.75,1.81,0
1972,6.74,3.48,5.51,2.02,0
1973,7.14,3.29,6.16,1.96,0
1974,6.23,2.7,5.59,1.83,0
1975,6.75,2.8,6.37,1.69,0
1976,4.87,3.07,4.97,1.84,0
1977,7.06,2.36,5.4,2.13,0
1978,4.66,3.25,1.57,0.25,0
1979,4.66,3.74,1.45,-0.04,0
1980,4.31,2.85,1.4,0.11,0
1981,5.11,3.5,1.57,0.32,0
1982,4.6,3.32,1.46,0.33,0
1983,5.08,3.63,1.48,0.35,0
1984,4.87,3.51,1.52,0.18,0
1985,4.91,3.67,1.46,0.32,0
1986,5.8,3.09,3.79,1.21,0
1987,5.65,2.13,4.88,1.7,0
1988,6.07,2.32,4.52,1.46,0
1989,6.64,2.65,5.0,1.22,0
1990,6.59,2.83,4.81,1.01,0
1991,6.83,2.96,4.8,1.53,0
1992,6.12,3.05,3.41,1.43,0
1993,6.29,3.17,3.49,1.24,0
1994,6.39,2.85,4.39,0.95,0
1995,6.59,2.93,3.87,1.35,0
1996,6.07,2.93,3.81,1.47,0
1997,6.04,1.45,4.08,1.15,0
1998,5.49,3.15,5.23,2.44,0
1999,6.86,2.8,5.93,2.52,0
2000,6.83,3.2,5.2,1.92,0
2001,6.37,3.08,5.65,2.09,0
2002,7.87,2.95,5.81,2.01,0
2003,6.53,2.78,4.83,2.12,0
2004,7.23,2.89,5.93,1.94,0
2005,7.02,2.96,5.77,2.68,0
2006,5.9,3.25,6.34,1.86,0
2007,6.11,2.89,5.35,2.52,0
2008,7.52,3.01,5.84,1.73,0
2009,6.43,2.73,5.85,2.08,0
2010,4.55,3.37,1.65,0.04,0
2011,4.69,3.02,1.65,0.22,0
2012,5.3,4.03,1.55,0.23,0
2013,4.77,3.01,1.51,0.04,0
2014,4.8,3.32,1.4,0.35,0
2015,5.33,3.51,1.51,0.25,0
2016,4.99,3.72,1.43,0.31,0
2017,4.38,3.01,1.56,0.17,0
2018,4.61,3.47,1.54,0.31,0
2019,4.73,3.57,1.77,0.21,0
2020,4.59,3.26,1.39,0.08,0
2021,6.74,2.79,3.59,1.53,0
2022,5.8,3.05,3.3,1.09,0
2023,6.19,3.36,4.11,1.36,0
2024,6.61,2.43,4.47,1.37,0
2025,6.05,2.8,3.74,1.27,0
2026,6.36,2.4,3.78,1.46,0
2027,6.06,2.45,4.56,1.71,0
2028,6.55,2.9,4.55,1.36,0
2029,6.08,3.17,5.37,2.39,0
2030,7.05,2.88,6.1,2.05,0
2031,6.84,2.95,5.89,1.81,0
2032,7.63,2.56,4.54,2.09,0
2033,7.53,2.3,5.8,2.29,0
2034,7.59,2.98,5.07,2.31,0
2035,6.56,2.91,5.91,2.52,0
2036,6.14,3.04,5.18,2.12,0
2037,6.54,3.2,4.54,1.83,0
2038,6.44,2.96,5.67,1.88,0
2039,6.22,3.07,5.1,1.73,0
2040,5.21,3.54,1.21,0.05,0
